productId;brand;subBrand;subGroup;subGroupName;shortDescription;grossPrice;longDescription;discountGroup
SNZBL8XL5S728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, blind/elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;842.56;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, blind/elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBR8XL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;864.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBL8XL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;864.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBR8XL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;864.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBL8XL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;864.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire + PINpad, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG2XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG2XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG2XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG2XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG2XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG2XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG2XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG2XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG2XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG2XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG2XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG2XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG2XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG2XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG2XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG2XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG2XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG2XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG2XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG2XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBG2XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBG2XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBG2XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBG2XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZBG2XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare Classic;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG4XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG4XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG4XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG4XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNABG4XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;581.49;SMARTair i-max beslag SKG** Stand Alone, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG4XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG4XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG4XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG4XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBG4XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;665.94;SMARTair i-max beslag SKG** Offline/Update on Card, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG4XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG4XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG4XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG4XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNBBG4XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;737.72;SMARTair i-max beslag SKG** Offline Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG4XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG4XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG4XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG4XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNFBG4XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max SKG Mifare DESFire;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;809.51;SMARTair i-max beslag SKG** Pro Wireless Online, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
